gbifID,species,infraspecificEpithet,scientificName,decimalLatitude,decimalLongitude,
1020587329,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2303,
1020587328,Panthera tigris,tigris,Panthera tigris tigris,29.9844,78.3078,
1020587327,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2303,
1020587326,Panthera tigris,tigris,Panthera tigris tigris,29.9447,78.271,
1020587325,Panthera tigris,tigris,Panthera tigris tigris,30.0006,78.2446,
1020587324,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587323,Panthera tigris,tigris,Panthera tigris tigris,29.9592,78.2563,
1020587322,Panthera tigris,tigris,Panthera tigris tigris,29.954,78.2712,
1020587321,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587320,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587319,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587318,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587317,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587316,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587315,Panthera tigris,tigris,Panthera tigris tigris,29.9431,78.2932,
1020587314,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587313,Panthera tigris,tigris,Panthera tigris tigris,29.9592,78.2563,
1020587312,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587311,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587310,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587309,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587308,Panthera tigris,tigris,Panthera tigris tigris,29.9309,78.3107,
1020587307,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587306,Panthera tigris,tigris,Panthera tigris tigris,29.9453,78.3159,
1020587305,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587304,Panthera tigris,tigris,Panthera tigris tigris,29.9592,78.2563,
1020587303,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587302,Panthera tigris,tigris,Panthera tigris tigris,29.912,78.3033,
1020587301,Panthera tigris,tigris,Panthera tigris tigris,29.9453,78.3159,
1020587300,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587299,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587298,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587297,Panthera tigris,tigris,Panthera tigris tigris,29.9387,78.2865,
1020587296,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587295,Panthera tigris,tigris,Panthera tigris tigris,29.9309,78.3107,
1020587294,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587293,Panthera tigris,tigris,Panthera tigris tigris,29.9278,78.2668,
1020587292,Panthera tigris,tigris,Panthera tigris tigris,29.9309,78.3107,
1020587291,Panthera tigris,tigris,Panthera tigris tigris,29.9431,78.2932,
1020587290,Panthera tigris,tigris,Panthera tigris tigris,29.9592,78.2563,
1020587289,Panthera tigris,tigris,Panthera tigris tigris,29.9447,78.271,
1020587288,Panthera tigris,tigris,Panthera tigris tigris,29.912,78.3033,
1020587287,Panthera tigris,tigris,Panthera tigris tigris,29.8641,78.3438,
1020587286,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587285,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587284,Panthera tigris,tigris,Panthera tigris tigris,29.9554,78.2965,
1020587283,Panthera tigris,tigris,Panthera tigris tigris,29.9309,78.3107,
1020587282,Panthera tigris,tigris,Panthera tigris tigris,29.9974,78.2451,
1020587281,Panthera tigris,tigris,Panthera tigris tigris,29.9974,78.2451,
1020587280,Panthera tigris,tigris,Panthera tigris tigris,29.9079,78.2878,
1020587279,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587278,Panthera tigris,tigris,Panthera tigris tigris,29.9685,78.2448,
1020587277,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587276,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587275,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587274,Panthera tigris,tigris,Panthera tigris tigris,29.9565,78.2537,
1020587273,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587272,Panthera tigris,tigris,Panthera tigris tigris,29.8755,78.3104,
1020587271,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2304,
1020587270,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587269,Panthera tigris,tigris,Panthera tigris tigris,29.9598,78.242,
1020587268,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587267,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587266,Panthera tigris,tigris,Panthera tigris tigris,29.9501,78.2498,
1020587265,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587264,Panthera tigris,tigris,Panthera tigris tigris,29.8913,78.2834,
1020587263,Panthera tigris,tigris,Panthera tigris tigris,29.9552,78.2856,
1020587262,Panthera tigris,tigris,Panthera tigris tigris,29.9501,78.2498,
1020587261,Panthera tigris,tigris,Panthera tigris tigris,29.9598,78.242,
1020587260,Panthera tigris,tigris,Panthera tigris tigris,29.9685,78.2145,
1020587259,Panthera tigris,tigris,Panthera tigris tigris,29.93,78.3062,
1020587258,Panthera tigris,tigris,Panthera tigris tigris,29.9647,78.2861,
1020587257,Panthera tigris,tigris,Panthera tigris tigris,29.9807,78.2326,
1020587256,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587255,Panthera tigris,tigris,Panthera tigris tigris,29.9431,78.2932,
1020587254,Panthera tigris,tigris,Panthera tigris tigris,29.9501,78.2498,
1020587253,Panthera tigris,tigris,Panthera tigris tigris,29.8915,78.2834,
1020587252,Panthera tigris,tigris,Panthera tigris tigris,29.9414,78.2474,
1020587251,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587250,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.2835,
1020587249,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587248,Panthera tigris,tigris,Panthera tigris tigris,29.9034,78.2697,
1020587247,Panthera tigris,tigris,Panthera tigris tigris,29.9251,78.2768,
1020587246,Panthera tigris,tigris,Panthera tigris tigris,29.8703,78.3211,
1020587245,Panthera tigris,tigris,Panthera tigris tigris,29.9079,78.2878,
1020587244,Panthera tigris,tigris,Panthera tigris tigris,29.8976,78.3003,
1020587243,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2304,
1020587242,Panthera tigris,tigris,Panthera tigris tigris,29.9079,78.2878,
1020587241,Panthera tigris,tigris,Panthera tigris tigris,29.8755,78.3104,
1020587240,Panthera tigris,tigris,Panthera tigris tigris,29.8703,78.321,
1020587239,Panthera tigris,tigris,Panthera tigris tigris,29.8866,78.3126,
1020587238,Panthera tigris,tigris,Panthera tigris tigris,29.9446,78.2822,
1020587237,Panthera tigris,tigris,Panthera tigris tigris,29.9807,78.2326,
1020587236,Panthera tigris,tigris,Panthera tigris tigris,29.9251,78.2768,
1020587235,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587234,Panthera tigris,tigris,Panthera tigris tigris,29.9491,78.2942,
1020587233,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587232,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2151,
1020587231,Panthera tigris,tigris,Panthera tigris tigris,30.0006,78.2446,
1020587230,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587229,Panthera tigris,tigris,Panthera tigris tigris,29.8989,78.2766,
1020587228,Panthera tigris,tigris,Panthera tigris tigris,29.8703,78.321,
1020587227,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587226,Panthera tigris,tigris,Panthera tigris tigris,29.8578,78.324,
1020587225,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.283,
1020587224,Panthera tigris,tigris,Panthera tigris tigris,29.8866,78.3126,
1020587223,Panthera tigris,tigris,Panthera tigris tigris,29.8641,78.3438,
1020587222,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.283,
1020587221,Panthera tigris,tigris,Panthera tigris tigris,29.9501,78.2498,
1020587220,Panthera tigris,tigris,Panthera tigris tigris,29.8866,78.3126,
1020587219,Panthera tigris,tigris,Panthera tigris tigris,29.9501,78.2498,
1020587218,Panthera tigris,tigris,Panthera tigris tigris,29.9314,78.2989,
1020587217,Panthera tigris,tigris,Panthera tigris tigris,29.9188,78.274,
1020587216,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587215,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587214,Panthera tigris,tigris,Panthera tigris tigris,29.8866,78.3126,
1020587213,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587212,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587211,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587210,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587209,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.283,
1020587208,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587207,Panthera tigris,tigris,Panthera tigris tigris,29.9488,78.2889,
1020587206,Panthera tigris,tigris,Panthera tigris tigris,29.8862,78.3044,
1020587205,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587204,Panthera tigris,tigris,Panthera tigris tigris,29.8755,78.3104,
1020587203,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587202,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587201,Panthera tigris,tigris,Panthera tigris tigris,29.9553,78.2879,
1020587200,Panthera tigris,tigris,Panthera tigris tigris,30.0048,78.2498,
1020587199,Panthera tigris,tigris,Panthera tigris tigris,29.93,78.3062,
1020587198,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.2835,
1020587197,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587196,Panthera tigris,tigris,Panthera tigris tigris,29.9341,78.2912,
1020587195,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2304,
1020587194,Panthera tigris,tigris,Panthera tigris tigris,29.9488,78.2889,
1020587193,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.2835,
1020587192,Panthera tigris,tigris,Panthera tigris tigris,29.8578,78.324,
1020587191,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587190,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587189,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587188,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587187,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587186,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587185,Panthera tigris,tigris,Panthera tigris tigris,29.9491,78.2942,
1020587184,Panthera tigris,tigris,Panthera tigris tigris,29.9811,78.234,
1020587183,Panthera tigris,tigris,Panthera tigris tigris,29.9623,78.2877,
1020587182,Panthera tigris,tigris,Panthera tigris tigris,29.9414,78.2474,
1020587181,Panthera tigris,tigris,Panthera tigris tigris,29.9491,78.2942,
1020587180,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587179,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587178,Panthera tigris,tigris,Panthera tigris tigris,29.8703,78.321,
1020587177,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587176,Panthera tigris,tigris,Panthera tigris tigris,29.9541,78.2226,
1020587175,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587174,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587173,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587172,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587171,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587170,Panthera tigris,tigris,Panthera tigris tigris,29.9811,78.234,
1020587169,Panthera tigris,tigris,Panthera tigris tigris,29.953,78.2766,
1020587168,Panthera tigris,tigris,Panthera tigris tigris,29.9566,78.2835,
1020587167,Panthera tigris,tigris,Panthera tigris tigris,29.899,78.275,
1020587166,Panthera tigris,tigris,Panthera tigris tigris,29.875,78.3105,
1020587165,Panthera tigris,tigris,Panthera tigris tigris,29.9551,78.2161,
1020587164,Panthera tigris,tigris,Panthera tigris tigris,29.9403,78.2414,
1020587163,Panthera tigris,tigris,Panthera tigris tigris,29.9403,78.2414,
1020587162,Panthera tigris,tigris,Panthera tigris tigris,29.9338,78.2916,
1020587161,Panthera tigris,tigris,Panthera tigris tigris,29.875,78.3105,
1020587160,Panthera tigris,tigris,Panthera tigris tigris,29.963,78.2142,
1020587159,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587158,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587157,Panthera tigris,tigris,Panthera tigris tigris,29.9685,78.2145,
1020587156,Panthera tigris,tigris,Panthera tigris tigris,29.9811,78.234,
1020587155,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587154,Panthera tigris,tigris,Panthera tigris tigris,29.9421,78.2941,
1020587153,Panthera tigris,tigris,Panthera tigris tigris,29.9623,78.2877,
1020587152,Panthera tigris,tigris,Panthera tigris tigris,30.0048,78.2498,
1020587151,Panthera tigris,tigris,Panthera tigris tigris,29.9251,78.2768,
1020587150,Panthera tigris,tigris,Panthera tigris tigris,29.9623,78.2861,
1020587149,Panthera tigris,tigris,Panthera tigris tigris,29.9518,78.269,
1020587148,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587147,Panthera tigris,tigris,Panthera tigris tigris,29.9138,78.3074,
1020587146,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587145,Panthera tigris,tigris,Panthera tigris tigris,29.9079,78.2878,
1020587144,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587143,Panthera tigris,tigris,Panthera tigris tigris,29.9606,78.2102,
1020587142,Panthera tigris,tigris,Panthera tigris tigris,29.9555,78.2962,
1020587141,Panthera tigris,tigris,Panthera tigris tigris,29.914,78.3077,
1020587140,Panthera tigris,tigris,Panthera tigris tigris,29.899,78.275,
1020587139,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2319,
1020587135,Panthera tigris,tigris,Panthera tigris tigris,29.9278,78.2668,
1020587134,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587133,Panthera tigris,tigris,Panthera tigris tigris,29.9338,78.2916,
1020587130,Panthera tigris,tigris,Panthera tigris tigris,29.9622,78.2877,
1020587129,Panthera tigris,tigris,Panthera tigris tigris,29.9434,78.2445,
1020587128,Panthera tigris,tigris,Panthera tigris tigris,29.9457,78.2934,
1020587127,Panthera tigris,tigris,Panthera tigris tigris,29.9488,78.2889,
1020587126,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587125,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587123,Panthera tigris,tigris,Panthera tigris tigris,29.9644,78.2483,
1020587122,Panthera tigris,tigris,Panthera tigris tigris,29.9702,78.2319,
1020587121,Panthera tigris,tigris,Panthera tigris tigris,29.9556,78.2977,
1020587119,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587118,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587117,Panthera tigris,tigris,Panthera tigris tigris,29.9685,78.2145,
1020587115,Panthera tigris,tigris,Panthera tigris tigris,29.9435,78.2783,
1020587114,Panthera tigris,tigris,Panthera tigris tigris,29.9338,78.2916,
1020587113,Panthera tigris,tigris,Panthera tigris tigris,29.9338,78.2916,
1020587112,Panthera tigris,tigris,Panthera tigris tigris,29.9403,78.2414,
1020587110,Panthera tigris,tigris,Panthera tigris tigris,29.97,78.2277,
1020587109,Panthera tigris,tigris,Panthera tigris tigris,29.8988,78.278,
1020587108,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587104,Panthera tigris,tigris,Panthera tigris tigris,29.9308,78.3095,
1020587103,Panthera tigris,tigris,Panthera tigris tigris,29.9518,78.269,
1020587098,Panthera tigris,tigris,Panthera tigris tigris,29.9597,78.2296,
1020587094,Panthera tigris,tigris,Panthera tigris tigris,29.8999,78.3008,
1020587093,Panthera tigris,tigris,Panthera tigris tigris,29.97,78.2277,
1020587092,Panthera tigris,tigris,Panthera tigris tigris,29.8915,78.2848,
1020587091,Panthera tigris,tigris,Panthera tigris tigris,29.9533,78.2138,
1020587090,Panthera tigris,tigris,Panthera tigris tigris,29.9128,78.2941,
1020587085,Panthera tigris,tigris,Panthera tigris tigris,29.9403,78.2414,
1020587069,Panthera tigris,tigris,Panthera tigris tigris,29.9316,78.2962,
1020587067,Panthera tigris,tigris,Panthera tigris tigris,29.9434,78.2445,
1020587063,Panthera tigris,tigris,Panthera tigris tigris,29.9316,78.2962,
1019041686,Panthera tigris,tigris,Panthera tigris tigris,40.1667,-83.0833,
1019041017,Panthera tigris,tigris,Panthera tigris tigris,40.1667,-83.0833,
891133763,Panthera tigris,tigris,Panthera tigris tigris,22.279322,80.794905,
891090763,Panthera tigris,tigris,Panthera tigris tigris,26.141612,76.579006,
891090761,Panthera tigris,tigris,Panthera tigris tigris,26.070456,76.435718,
891090756,Panthera tigris,tigris,Panthera tigris tigris,26.086677,76.453471,
891090750,Panthera tigris,tigris,Panthera tigris tigris,22.272353,80.557574,
891090744,Panthera tigris,tigris,Panthera tigris tigris,26.156464,76.437501,
891090735,Panthera tigris,tigris,Panthera tigris tigris,22.247561,80.529767,
891090732,Panthera tigris,tigris,Panthera tigris tigris,22.372436,80.428882,
891090722,Panthera tigris,tigris,Panthera tigris tigris,22.286437,80.548531,
891090702,Panthera tigris,tigris,Panthera tigris tigris,22.377871,80.506919,
891090664,Panthera tigris,tigris,Panthera tigris tigris,22.369661,80.551424,
891039412,Panthera tigris,tigris,Panthera tigris tigris,26.106381,76.476529,
665915230,Panthera tigris,tigris,Panthera tigris tigris,19.41667,80.066673,
665915068,Panthera tigris,tigris,Panthera tigris tigris,19.41667,80.066673,
665915067,Panthera tigris,tigris,Panthera tigris tigris,19.41667,80.066673,
665914777,Panthera tigris,tigris,Panthera tigris tigris,19.41667,80.066673,
665905143,Panthera tigris,tigris,Panthera tigris tigris,29.583315,79.299377,
665801070,Panthera tigris,tigris,Panthera tigris tigris,17.966669,102.599999,
665801069,Panthera tigris,tigris,Panthera tigris tigris,21.683331,102.099999,
665784516,Panthera tigris,tigris,Panthera tigris tigris,21.76667,82.900002,
665720462,Panthera tigris,tigris,Panthera tigris tigris,21.76667,82.900002,